20 23 80.125203
20 24 82.512892
20 25 84.930888
20 26 87.380579
20 27 89.860944
20 28 92.368842
20 29 94.899214
20 30 97.445509
20 31 100.000000

21 0 0.000000
21 1 6.285346
21 2 12.447071
21 3 18.377493
21 4 23.995768
21 5 29.251569
21 6 34.123002
21 7 38.611083
21 8 42.733491
21 9 46.518431
21 10 50.000000
21 11 53.214560
21 12 56.198550
21 13 58.986826
21 14 61.612218
21 15 64.104550
21 16 66.491079
21 17 68.795951
21 18 71.040760
21 19 73.244252
21 20 75.422798
21 21 77.590009
21 22 79.757298
21 23 81.933426
21 24 84.124959
21 25 86.336147
21 26 88.569073
21 27 90.823675
21 28 93.098103
21 29 95.388950
21 30 97.691452
21 31 100.000000

22 0 0.000000
22 1 7.014201
22 2 13.856296
22 3 20.381403
22 4 26.488136
22 5 32.121626
22 6 37.266784
22 7 41.937841
22 8 46.167821
22 9 50.000000
22 10 53.481569
22 11 56.659720
22 12 59.579353
22 13 62.281800
22 14 64.804367
22 15 67.180307
22 16 69.438894
22 17 71.605769
22 18 73.703232
22 19 75.750487
22 20 77.763928
22 21 79.757298
22 22 81.741768
22 23 83.726256
22 24 85.717381
22 25 87.719723
22 26 89.735861
22 27 91.766557
22 28 93.810986
22 29 95.866988
22 30 97.931325
22 31 100.000000

23 0 0.000000
23 1 7.915197
23 2 15.582551
23 3 22.803645
23 4 29.453803
23 5 35.480042
23 6 40.884664
23 7 45.705631
23 8 50.000000
23 9 53.832179
23 10 57.266509
23 11 60.363415
23 12 63.177380
23 13 65.756647
23 14 68.143210
23 15 70.373404
23 16 72.478409
23 17 74.484989
23 18 76.415899
23 19 78.290548
23 20 80.125203
23 21 81.933426
23 22 83.726256
23 23 85.512443
23 24 87.298611
23 25 89.089523
23 26 90.888110
23 27 92.695716
23 28 94.512301
23 29 96.336721
23 30 98.166862
23 31 100.000000

24 0 0.000000
24 1 9.064030
24 2 17.755043
24 3 25.796846
24 4 33.043377
24 5 39.460081
24 6 45.086187
24 7 50.000000
24 8 54.294369
24 9 58.062159
24 10 61.388917
24 11 64.349957
24 12 67.010094
24 13 69.424163
24 14 71.638431
24 15 73.691643
24 16 75.616352
24 17 77.439778
24 18 79.184822
24 19 80.870538
24 20 82.512892
24 21 84.124959
24 22 85.717381
24 23 87.298611
24 24 88.875131
24 25 90.451659
24 26 92.031330
24 27 93.615869
24 28 95.205814
24 29 96.800721
24 30 98.399359
24 31 100.000000

25 0 0.000000
25 1 10.585900
25 2 20.576755
25 3 29.585281
25 4 37.462819
25 5 44.230717
25 6 50.000000
25 7 54.913813
25 8 59.115336
25 9 62.733216
25 10 65.876998
25 11 68.637474
25 12 71.088861
25 13 73.291553
25 14 75.294716
25 15 77.138446
25 16 78.855543
25 17 80.473004
25 18 82.013027
25 19 83.493953
25 20 84.930888
25 21 86.336147
25 22 87.719723
25 23 89.089523
25 24 90.451659
25 25 91.810663
25 26 93.169688
25 27 94.530627
25 28 95.894373
25 29 97.260977
25 30 98.629874
25 31 100.000000

26 0 0.000000
26 1 12.702826
26 2 24.380778
26 3 34.504701
26 4 42.991882
26 5 50.000000
26 6 55.769283
26 7 60.539919
26 8 64.519958
26 9 67.878374
26 10 70.748431
26 11 73.234101
26 12 75.416356
26 13 77.358518
26 14 79.110503
26 15 80.711896
26 16 82.194429
26 17 83.583656
26 18 84.900354
26 19 86.161393
26 20 87.380579
26 21 88.569073
26 22 89.735861
26 23 90.888110
26 24 92.031330
26 25 93.169688
26 26 94.306139
26 27 95.442566
26 28 96.580056
26 29 97.718969
26 30 98.859138
26 31 100.000000

27 0 0.000000
27 1 15.844643
27 2 29.738810
27 3 41.060884
27 4 50.000000
27 5 57.008118
27 6 62.537181
27 7 66.956623
27 8 70.546197
27 9 73.511864
27 10 76.004232
27 11 78.134133
27 12 79.983918
27 13 81.615678
27 14 83.076839
27 15 84.404204
27 16 85.626547
27 17 86.766825
27 18 87.843269
27 19 88.870686
27 20 89.860944
27 21 90.823675
27 22 91.766557
27 23 92.695716
27 24 93.615869
27 25 94.530627
27 26 95.442566
27 27 96.353450
27 28 97.264337
27 29 98.175726
27 30 99.087688
